uuid,uid,survey_id,survey_name,form_type,tr_code,type,period_days,period_start,period_end,qtext,suff_qtext,first_text,close_seg_text,all_seg_text,all_text,all_context,all_inclusions,all_exclusions,sci_download_date,sci_scrape_date,sci_file_name,sci_folder_name
058_0001_9009_(2),058_0001_9009,058,Annual International Trade in Services (AITIS),0001,9009,open_text,364,01/01/2014,31/12/2014,Detailed description:,"During the reporting period, for each international service that your business conducted, write: i) the total export value, ii) the total import value. ||| Other Trade in Services ||| Detailed description:",Detailed description:,"Section A - International Trade in Services ||| During the reporting period, for each international service that your business conducted, write: i) the total export value, ii) the total import value. ||| Other Trade in Services","Annual Survey of International Trade in Services ||| Section A - International Trade in Services ||| During the reporting period, for each international service that your business conducted, write: i) the total export value, ii) the total import value. ||| Other Trade in Services","Annual Survey of International Trade in Services ||| Section A - International Trade in Services ||| During the reporting period, for each international service that your business conducted, write: i) the total export value, ii) the total import value. ||| Other Trade in Services ||| Detailed description:","This questionnaire is divided into two sections: | Section A asks you for details about your business' international trade in services. | Section B provides you with a comments box and asks for your contact details. | Report all figures on an annual/quarterly basis. | Complete this questionnaire on an accruals accounting, rather than a cash accounting, basis. ||| This section asks you for details about your ITIS, including: ||| This questionnaire should be completed according to the services your business trades, and not according to the nature of your business. | For example, if your business is a recruitment agency and you buy legal services and public relations services from overseas, then you should enter figures relating to these trades in service activities 11 (legal services) and 9 (public relations services). The figures you report in Service Code 10 (recruitment services) should relate to income from, or expenditure on, recruitment services specifically. | Report all figures to the nearest £1,000. ||| Any trade that cannot be categorised elsewhere should be included here. | Before completing this section, please ensure that you have been as specific as possible when reporting international transactions. For example: If you have imported or exported computer services, report this value in Service Code 23 (Computer services); if you have imported or exported management consulting services, report this value in Service Code 8 (Business and management consulting services). ||| Other trade in services | Service Code - 52",England | Scotland | Wales | Northern Ireland ||| the value of exports and imports for each service | a breakdown by country of these services.,Channel Islands | Isle of Man,22/03/2017,05/06/2017,ex_sel058-ft0001.pdf,058 - Questionnaire Examples
058_0001_C_3,058_0001_C_3,058,Annual International Trade in Services (AITIS),0001,C_3,matrix_dynamic_rows,364,01/01/2014,31/12/2014,Service Code,Breakdown by Country of International Trade in Services ||| Service Code,Service Code,"Section A - International Trade in Services ||| During the reporting period for each international service that your business conducted, write: i) the service code (reported in question 3), ii) the country or countries that your business has exported from or imported to the UK, iii) the value exported from the UK by country, iv) the value imported to the UK by country. ||| Breakdown by Country of International Trade in Services","Annual Survey of International Trade in Services ||| Section A - International Trade in Services ||| During the reporting period for each international service that your business conducted, write: i) the service code (reported in question 3), ii) the country or countries that your business has exported from or imported to the UK, iii) the value exported from the UK by country, iv) the value imported to the UK by country. ||| Breakdown by Country of International Trade in Services","Annual Survey of International Trade in Services ||| Section A - International Trade in Services ||| During the reporting period for each international service that your business conducted, write: i) the service code (reported in question 3), ii) the country or countries that your business has exported from or imported to the UK, iii) the value exported from the UK by country, iv) the value imported to the UK by country. ||| Breakdown by Country of International Trade in Services ||| Service Code","This questionnaire is divided into two sections: | Section A asks you for details about your business' international trade in services. | Section B provides you with a comments box and asks for your contact details. | Report all figures on an annual/quarterly basis. | Complete this questionnaire on an accruals accounting, rather than a cash accounting, basis. ||| This section asks you for details about your ITIS, including: ||| We require a breakdown by country of the total value of each service exported from or imported to the UK by your business. ||| Dynamic - User can fill in one or many rows within the matrix",England | Scotland | Wales | Northern Ireland ||| the value of exports and imports for each service | a breakdown by country of these services.,Channel Islands | Isle of Man,22/03/2017,05/06/2017,ex_sel058-ft0001.pdf,058 - Questionnaire Examples
058_0001_C_4,058_0001_C_4,058,Annual International Trade in Services (AITIS),0001,C_4,matrix_dynamic_rows,364,01/01/2014,31/12/2014,Country,Breakdown by Country of International Trade in Services ||| Country,Country,"Section A - International Trade in Services ||| During the reporting period for each international service that your business conducted, write: i) the service code (reported in question 3), ii) the country or countries that your business has exported from or imported to the UK, iii) the value exported from the UK by country, iv) the value imported to the UK by country. ||| Breakdown by Country of International Trade in Services","Annual Survey of International Trade in Services ||| Section A - International Trade in Services ||| During the reporting period for each international service that your business conducted, write: i) the service code (reported in question 3), ii) the country or countries that your business has exported from or imported to the UK, iii) the value exported from the UK by country, iv) the value imported to the UK by country. ||| Breakdown by Country of International Trade in Services","Annual Survey of International Trade in Services ||| Section A - International Trade in Services ||| During the reporting period for each international service that your business conducted, write: i) the service code (reported in question 3), ii) the country or countries that your business has exported from or imported to the UK, iii) the value exported from the UK by country, iv) the value imported to the UK by country. ||| Breakdown by Country of International Trade in Services ||| Country","This questionnaire is divided into two sections: | Section A asks you for details about your business' international trade in services. | Section B provides you with a comments box and asks for your contact details. | Report all figures on an annual/quarterly basis. | Complete this questionnaire on an accruals accounting, rather than a cash accounting, basis. ||| This section asks you for details about your ITIS, including: ||| We require a breakdown by country of the total value of each service exported from or imported to the UK by your business. ||| Dynamic - User can fill in one or many rows within the matrix",England | Scotland | Wales | Northern Ireland ||| the value of exports and imports for each service | a breakdown by country of these services.,Channel Islands | Isle of Man,22/03/2017,05/06/2017,ex_sel058-ft0001.pdf,058 - Questionnaire Examples
058_0001_C_5,058_0001_C_5,058,Annual International Trade in Services (AITIS),0001,C_5,matrix_dynamic_rows,364,01/01/2014,31/12/2014,Income from Exports,Breakdown by Country of International Trade in Services ||| Income from Exports,Income from Exports,"Section A - International Trade in Services ||| During the reporting period for each international service that your business conducted, write: i) the service code (reported in question 3), ii) the country or countries that your business has exported from or imported to the UK, iii) the value exported from the UK by country, iv) the value imported to the UK by country. ||| Breakdown by Country of International Trade in Services","Annual Survey of International Trade in Services ||| Section A - International Trade in Services ||| During the reporting period for each international service that your business conducted, write: i) the service code (reported in question 3), ii) the country or countries that your business has exported from or imported to the UK, iii) the value exported from the UK by country, iv) the value imported to the UK by country. ||| Breakdown by Country of International Trade in Services","Annual Survey of International Trade in Services ||| Section A - International Trade in Services ||| During the reporting period for each international service that your business conducted, write: i) the service code (reported in question 3), ii) the country or countries that your business has exported from or imported to the UK, iii) the value exported from the UK by country, iv) the value imported to the UK by country. ||| Breakdown by Country of International Trade in Services ||| Income from Exports","This questionnaire is divided into two sections: | Section A asks you for details about your business' international trade in services. | Section B provides you with a comments box and asks for your contact details. | Report all figures on an annual/quarterly basis. | Complete this questionnaire on an accruals accounting, rather than a cash accounting, basis. ||| This section asks you for details about your ITIS, including: ||| We require a breakdown by country of the total value of each service exported from or imported to the UK by your business. ||| Report all figures to the nearest £1,000. ||| Dynamic - User can fill in one or many rows within the matrix",England | Scotland | Wales | Northern Ireland ||| the value of exports and imports for each service | a breakdown by country of these services.,Channel Islands | Isle of Man,22/03/2017,05/06/2017,ex_sel058-ft0001.pdf,058 - Questionnaire Examples
058_0001_C_6,058_0001_C_6,058,Annual International Trade in Services (AITIS),0001,C_6,matrix_dynamic_rows,364,01/01/2014,31/12/2014,Expenditure on imports,Breakdown by Country of International Trade in Services ||| Expenditure on imports,Expenditure on imports,"Section A - International Trade in Services ||| During the reporting period for each international service that your business conducted, write: i) the service code (reported in question 3), ii) the country or countries that your business has exported from or imported to the UK, iii) the value exported from the UK by country, iv) the value imported to the UK by country. ||| Breakdown by Country of International Trade in Services","Annual Survey of International Trade in Services ||| Section A - International Trade in Services ||| During the reporting period for each international service that your business conducted, write: i) the service code (reported in question 3), ii) the country or countries that your business has exported from or imported to the UK, iii) the value exported from the UK by country, iv) the value imported to the UK by country. ||| Breakdown by Country of International Trade in Services","Annual Survey of International Trade in Services ||| Section A - International Trade in Services ||| During the reporting period for each international service that your business conducted, write: i) the service code (reported in question 3), ii) the country or countries that your business has exported from or imported to the UK, iii) the value exported from the UK by country, iv) the value imported to the UK by country. ||| Breakdown by Country of International Trade in Services ||| Expenditure on imports","This questionnaire is divided into two sections: | Section A asks you for details about your business' international trade in services. | Section B provides you with a comments box and asks for your contact details. | Report all figures on an annual/quarterly basis. | Complete this questionnaire on an accruals accounting, rather than a cash accounting, basis. ||| This section asks you for details about your ITIS, including: ||| We require a breakdown by country of the total value of each service exported from or imported to the UK by your business. ||| Report all figures to the nearest £1,000. ||| Dynamic - User can fill in one or many rows within the matrix",England | Scotland | Wales | Northern Ireland ||| the value of exports and imports for each service | a breakdown by country of these services.,Channel Islands | Isle of Man,22/03/2017,05/06/2017,ex_sel058-ft0001.pdf,058 - Questionnaire Examples
058_0001_C_9,058_0001_C_9,058,Annual International Trade in Services (AITIS),0001,C_9,open_text,364,01/01/2014,31/12/2014,Please use the box below to:,Please use the box below to:,Please use the box below to:,Annual Survey of International Trade in Services ||| Section B - Comments and Contact Details,Annual Survey of International Trade in Services ||| Section B - Comments and Contact Details,Annual Survey of International Trade in Services ||| Section B - Comments and Contact Details ||| Please use the box below to:,"This questionnaire is divided into two sections: | Section A asks you for details about your business' international trade in services. | Section B provides you with a comments box and asks for your contact details. | Report all figures on an annual/quarterly basis. | Complete this questionnaire on an accruals accounting, rather than a cash accounting, basis. ||| describe any significant movements in figures between this and previous questionnaires | tell us if you have merged with, or been acquired by, another business | tell us about any other changes to the structure of your business",England | Scotland | Wales | Northern Ireland ||| Please include details of any significant impacts upon your data resulting from changes in the accounting approaches you have taken:,Channel Islands | Isle of Man,22/03/2017,05/06/2017,ex_sel058-ft0001.pdf,058 - Questionnaire Examples
058_0001_C_10,058_0001_C_10,058,Annual International Trade in Services (AITIS),0001,C_10,contact_6,364,01/01/2014,31/12/2014,Who should we call if we have any questions?,Who should we call if we have any questions?,Who should we call if we have any questions?,Annual Survey of International Trade in Services ||| Section B - Comments and Contact Details,Annual Survey of International Trade in Services ||| Section B - Comments and Contact Details,Annual Survey of International Trade in Services ||| Section B - Comments and Contact Details ||| Who should we call if we have any questions?,"This questionnaire is divided into two sections: | Section A asks you for details about your business' international trade in services. | Section B provides you with a comments box and asks for your contact details. | Report all figures on an annual/quarterly basis. | Complete this questionnaire on an accruals accounting, rather than a cash accounting, basis.",England | Scotland | Wales | Northern Ireland,Channel Islands | Isle of Man,22/03/2017,05/06/2017,ex_sel058-ft0001.pdf,058 - Questionnaire Examples
058_0001_C_11,058_0001_C_11,058,Annual International Trade in Services (AITIS),0001,C_11,signature_date,364,01/01/2014,31/12/2014,,Section B - Comments and Contact Details,Section B - Comments and Contact Details,Annual Survey of International Trade in Services ||| Section B - Comments and Contact Details,Annual Survey of International Trade in Services ||| Section B - Comments and Contact Details,Annual Survey of International Trade in Services ||| Section B - Comments and Contact Details,"This questionnaire is divided into two sections: | Section A asks you for details about your business' international trade in services. | Section B provides you with a comments box and asks for your contact details. | Report all figures on an annual/quarterly basis. | Complete this questionnaire on an accruals accounting, rather than a cash accounting, basis.",England | Scotland | Wales | Northern Ireland,Channel Islands | Isle of Man,22/03/2017,05/06/2017,ex_sel058-ft0001.pdf,058 - Questionnaire Examples
062_0002_0421,062_0002_0421,062,Annual Inward Foreign Direct Investment Survey,0002,0421,period,365,01/01/2016,31/12/2016,What is the year(s) of your annual accounting period for your published statutory accounts eg. 2012 or 2012/13?,What is the year(s) of your annual accounting period for your published statutory accounts eg. 2012 or 2012/13?,What is the year(s) of your annual accounting period for your published statutory accounts eg. 2012 or 2012/13?,Annual Inward Foreign Direct Investment Survey ||| Section A - Reporting Period and Company Share Status,Annual Inward Foreign Direct Investment Survey ||| Section A - Reporting Period and Company Share Status,Annual Inward Foreign Direct Investment Survey ||| Section A - Reporting Period and Company Share Status ||| What is the year(s) of your annual accounting period for your published statutory accounts eg. 2012 or 2012/13?,Data should be provided from your own UK accounting systems. | Please report for the period: 1 January - 31 December 2016,Data on any immediate foreign parent company that has a direct or indirect holding of 10% or more of the issued voting power (see page 4 for definition) of the UK company or group of companies.,Data relating only to UK parents of the UK affiliate company,22/03/2017,15/06/2017,ex_sel062-ft0002.pdf,062 - Questionnaire Examples 201612
062_0002_0312,062_0002_0312,062,Annual Inward Foreign Direct Investment Survey,0002,0312,boolean,365,01/01/2016,31/12/2016,Are the shares of the UK company quoted on the London Stock Exchange (LSE)?,Are the shares of the UK company quoted on the London Stock Exchange (LSE)?,Are the shares of the UK company quoted on the London Stock Exchange (LSE)?,Annual Inward Foreign Direct Investment Survey ||| Section A - Reporting Period and Company Share Status,Annual Inward Foreign Direct Investment Survey ||| Section A - Reporting Period and Company Share Status,Annual Inward Foreign Direct Investment Survey ||| Section A - Reporting Period and Company Share Status ||| Are the shares of the UK company quoted on the London Stock Exchange (LSE)?,Data should be provided from your own UK accounting systems. | Please report for the period: 1 January - 31 December 2016,Data on any immediate foreign parent company that has a direct or indirect holding of 10% or more of the issued voting power (see page 4 for definition) of the UK company or group of companies.,Data relating only to UK parents of the UK affiliate company,22/03/2017,15/06/2017,ex_sel062-ft0002.pdf,062 - Questionnaire Examples 201612
062_0002_0221,062_0002_0221,062,Annual Inward Foreign Direct Investment Survey,0002,0221,open_text_2,365,01/01/2016,31/12/2016,What is the legal name of your ultimate parent company?,What is the legal name of your ultimate parent company?,What is the legal name of your ultimate parent company?,Annual Inward Foreign Direct Investment Survey ||| Section B - Business Structure,Annual Inward Foreign Direct Investment Survey ||| Section B - Business Structure,Annual Inward Foreign Direct Investment Survey ||| Section B - Business Structure ||| What is the legal name of your ultimate parent company?,"For this section of the questionnaire you are being asked questions around ownership of companies and therefore we are asking you to provide figures as a percentage of voting power, defined on page 4. From question 11 onwards, we move away from questions on voting power and you will be asked to answer questions with regards to voting share capital . Voting share capital refers directly to the share equity in a company. ||| If you have more than one ultimate parent, please phone ONS using the number on the front of your questionnaire.",Data on any immediate foreign parent company that has a direct or indirect holding of 10% or more of the issued voting power (see page 4 for definition) of the UK company or group of companies.,Data relating only to UK parents of the UK affiliate company,22/03/2017,15/06/2017,ex_sel062-ft0002.pdf,062 - Questionnaire Examples 201612
062_0002_0222,062_0002_0222,062,Annual Inward Foreign Direct Investment Survey,0002,0222,single_select,365,01/01/2016,31/12/2016,What is the country of residence code of your ultimate parent company?,What is the country of residence code of your ultimate parent company?,What is the country of residence code of your ultimate parent company?,Annual Inward Foreign Direct Investment Survey ||| Section B - Business Structure,Annual Inward Foreign Direct Investment Survey ||| Section B - Business Structure,Annual Inward Foreign Direct Investment Survey ||| Section B - Business Structure ||| What is the country of residence code of your ultimate parent company?,"For this section of the questionnaire you are being asked questions around ownership of companies and therefore we are asking you to provide figures as a percentage of voting power, defined on page 4. From question 11 onwards, we move away from questions on voting power and you will be asked to answer questions with regards to voting share capital . Voting share capital refers directly to the share equity in a company. ||| See Annex 3 for a list of codes and select one option",Data on any immediate foreign parent company that has a direct or indirect holding of 10% or more of the issued voting power (see page 4 for definition) of the UK company or group of companies.,Data relating only to UK parents of the UK affiliate company,22/03/2017,15/06/2017,ex_sel062-ft0002.pdf,062 - Questionnaire Examples 201612
062_0002_0223,062_0002_0223,062,Annual Inward Foreign Direct Investment Survey,0002,0223,single_select,365,01/01/2016,31/12/2016,What is the primary industry sector code of your ultimate parent company?,What is the primary industry sector code of your ultimate parent company?,What is the primary industry sector code of your ultimate parent company?,Annual Inward Foreign Direct Investment Survey ||| Section B - Business Structure,Annual Inward Foreign Direct Investment Survey ||| Section B - Business Structure,Annual Inward Foreign Direct Investment Survey ||| Section B - Business Structure ||| What is the primary industry sector code of your ultimate parent company?,"For this section of the questionnaire you are being asked questions around ownership of companies and therefore we are asking you to provide figures as a percentage of voting power, defined on page 4. From question 11 onwards, we move away from questions on voting power and you will be asked to answer questions with regards to voting share capital . Voting share capital refers directly to the share equity in a company. ||| See Annex 4 for a list of codes and select one option",Data on any immediate foreign parent company that has a direct or indirect holding of 10% or more of the issued voting power (see page 4 for definition) of the UK company or group of companies.,Data relating only to UK parents of the UK affiliate company,22/03/2017,15/06/2017,ex_sel062-ft0002.pdf,062 - Questionnaire Examples 201612
062_0002_0211,062_0002_0211,062,Annual Inward Foreign Direct Investment Survey,0002,0211,open_text_2,365,01/01/2016,31/12/2016,What is the legal name of this immediate foreign parent company or head office?,What is the legal name of this immediate foreign parent company or head office?,What is the legal name of this immediate foreign parent company or head office?,Annual Inward Foreign Direct Investment Survey ||| Section C -  Immediate Foreign Parent Company or Head Office Details,Annual Inward Foreign Direct Investment Survey ||| Section C -  Immediate Foreign Parent Company or Head Office Details,Annual Inward Foreign Direct Investment Survey ||| Section C -  Immediate Foreign Parent Company or Head Office Details ||| What is the legal name of this immediate foreign parent company or head office?,"As described on page 5, a separate Part Two must be completed for each immediate foreign affiliate company or branch.These pages must be provided by ONS (rather than photocopied), please see page 5 for further details.",Data on any immediate foreign parent company that has a direct or indirect holding of 10% or more of the issued voting power (see page 4 for definition) of the UK company or group of companies.,Data relating only to UK parents of the UK affiliate company,22/03/2017,15/06/2017,ex_sel062-ft0002.pdf,062 - Questionnaire Examples 201612
062_0002_0212,062_0002_0212,062,Annual Inward Foreign Direct Investment Survey,0002,0212,single_select,365,01/01/2016,31/12/2016,What is the country of residence code of this immediate foreign parent company or head office?,What is the country of residence code of this immediate foreign parent company or head office?,What is the country of residence code of this immediate foreign parent company or head office?,Annual Inward Foreign Direct Investment Survey ||| Section C -  Immediate Foreign Parent Company or Head Office Details,Annual Inward Foreign Direct Investment Survey ||| Section C -  Immediate Foreign Parent Company or Head Office Details,Annual Inward Foreign Direct Investment Survey ||| Section C -  Immediate Foreign Parent Company or Head Office Details ||| What is the country of residence code of this immediate foreign parent company or head office?,"As described on page 5, a separate Part Two must be completed for each immediate foreign affiliate company or branch.These pages must be provided by ONS (rather than photocopied), please see page 5 for further details. ||| See Annex 3 for a list of codes and select one option",Data on any immediate foreign parent company that has a direct or indirect holding of 10% or more of the issued voting power (see page 4 for definition) of the UK company or group of companies.,Data relating only to UK parents of the UK affiliate company,22/03/2017,15/06/2017,ex_sel062-ft0002.pdf,062 - Questionnaire Examples 201612
062_0002_0213,062_0002_0213,062,Annual Inward Foreign Direct Investment Survey,0002,0213,single_select,365,01/01/2016,31/12/2016,What is the primary industry sector code of this immediate foreign parent company or head office?,What is the primary industry sector code of this immediate foreign parent company or head office?,What is the primary industry sector code of this immediate foreign parent company or head office?,Annual Inward Foreign Direct Investment Survey ||| Section C -  Immediate Foreign Parent Company or Head Office Details,Annual Inward Foreign Direct Investment Survey ||| Section C -  Immediate Foreign Parent Company or Head Office Details,Annual Inward Foreign Direct Investment Survey ||| Section C -  Immediate Foreign Parent Company or Head Office Details ||| What is the primary industry sector code of this immediate foreign parent company or head office?,"As described on page 5, a separate Part Two must be completed for each immediate foreign affiliate company or branch.These pages must be provided by ONS (rather than photocopied), please see page 5 for further details. ||| See Annex 4 for a list of codes and select one option",Data on any immediate foreign parent company that has a direct or indirect holding of 10% or more of the issued voting power (see page 4 for definition) of the UK company or group of companies.,Data relating only to UK parents of the UK affiliate company,22/03/2017,15/06/2017,ex_sel062-ft0002.pdf,062 - Questionnaire Examples 201612
062_0002_3734,062_0002_3734,062,Annual Inward Foreign Direct Investment Survey,0002,3734,percentage,365,01/01/2016,31/12/2016,What percentage of the UK affiliate company's voting power is held by this immediate foreign parent company?,What percentage of the UK affiliate company's voting power is held by this immediate foreign parent company?,What percentage of the UK affiliate company's voting power is held by this immediate foreign parent company?,Annual Inward Foreign Direct Investment Survey ||| Section C -  Immediate Foreign Parent Company or Head Office Details,Annual Inward Foreign Direct Investment Survey ||| Section C -  Immediate Foreign Parent Company or Head Office Details,Annual Inward Foreign Direct Investment Survey ||| Section C -  Immediate Foreign Parent Company or Head Office Details ||| What percentage of the UK affiliate company's voting power is held by this immediate foreign parent company?,"As described on page 5, a separate Part Two must be completed for each immediate foreign affiliate company or branch.These pages must be provided by ONS (rather than photocopied), please see page 5 for further details. ||| See page 4 for definition of voting power.",Data on any immediate foreign parent company that has a direct or indirect holding of 10% or more of the issued voting power (see page 4 for definition) of the UK company or group of companies.,Data relating only to UK parents of the UK affiliate company,22/03/2017,15/06/2017,ex_sel062-ft0002.pdf,062 - Questionnaire Examples 201612
062_0002_0602,062_0002_0602,062,Annual Inward Foreign Direct Investment Survey,0002,0602,single_select,365,01/01/2016,31/12/2016,"Is the UK entity completing this questionnaire, an affiliate company or a branch?","Is the UK entity completing this questionnaire, an affiliate company or a branch?","Is the UK entity completing this questionnaire, an affiliate company or a branch?",Annual Inward Foreign Direct Investment Survey ||| Section C -  Immediate Foreign Parent Company or Head Office Details,Annual Inward Foreign Direct Investment Survey ||| Section C -  Immediate Foreign Parent Company or Head Office Details,"Annual Inward Foreign Direct Investment Survey ||| Section C -  Immediate Foreign Parent Company or Head Office Details ||| Is the UK entity completing this questionnaire, an affiliate company or a branch?","As described on page 5, a separate Part Two must be completed for each immediate foreign affiliate company or branch.These pages must be provided by ONS (rather than photocopied), please see page 5 for further details. ||| (Please refer to definitions on page 4)",Data on any immediate foreign parent company that has a direct or indirect holding of 10% or more of the issued voting power (see page 4 for definition) of the UK company or group of companies.,Data relating only to UK parents of the UK affiliate company,22/03/2017,15/06/2017,ex_sel062-ft0002.pdf,062 - Questionnaire Examples 201612
062_0002_1011,062_0002_1011,062,Annual Inward Foreign Direct Investment Survey,0002,1011,pound_hunthousands,365,01/01/2016,31/12/2016,consolidated profit?,What was the value of this immediate foreign parent's share of the UK affiliate company's: ||| consolidated profit?,consolidated profit?,Annual Inward Foreign Direct Investment Survey ||| Section D - Earnings and Dividends ||| What was the value of this immediate foreign parent's share of the UK affiliate company's:,Annual Inward Foreign Direct Investment Survey ||| Section D - Earnings and Dividends ||| What was the value of this immediate foreign parent's share of the UK affiliate company's:,Annual Inward Foreign Direct Investment Survey ||| Section D - Earnings and Dividends ||| What was the value of this immediate foreign parent's share of the UK affiliate company's: ||| consolidated profit?,"As described on page 5, a separate Part Two must be completed for each immediate foreign affiliate company or branch.These pages must be provided by ONS (rather than photocopied), please see page 5 for further details. ||| For the remainder of the questionnaire please answer questions with regards to voting share capital.","Data on any immediate foreign parent company that has a direct or indirect holding of 10% or more of the issued voting power (see page 4 for definition) of the UK company or group of companies. ||| Interest accrued to or from this UK affiliate company. | Profits and losses after accounting for depreciation. | UK taxes charged on profits. (corporation tax). | Ordinary and exceptional dividends paid, i.e. do not deduct these from reported profit or loss figures for this question (ordinary dividends should be repeated in question 12).",Data relating only to UK parents of the UK affiliate company ||| Deferred taxation. | Realised and or unrealised capital increases or decreases made by the company. | Increases or decreases arising from valuation changes such as inventory write-offs. | Provisions for bad debts. | Costs of reorganisation or restructuring which have any material effect on the nature of the operation.,22/03/2017,15/06/2017,ex_sel062-ft0002.pdf,062 - Questionnaire Examples 201612
062_0002_1012,062_0002_1012,062,Annual Inward Foreign Direct Investment Survey,0002,1012,pound_hunthousands,365,01/01/2016,31/12/2016,consolidated loss?,What was the value of this immediate foreign parent's share of the UK affiliate company's: ||| consolidated loss?,consolidated loss?,Annual Inward Foreign Direct Investment Survey ||| Section D - Earnings and Dividends ||| What was the value of this immediate foreign parent's share of the UK affiliate company's:,Annual Inward Foreign Direct Investment Survey ||| Section D - Earnings and Dividends ||| What was the value of this immediate foreign parent's share of the UK affiliate company's:,Annual Inward Foreign Direct Investment Survey ||| Section D - Earnings and Dividends ||| What was the value of this immediate foreign parent's share of the UK affiliate company's: ||| consolidated loss?,"As described on page 5, a separate Part Two must be completed for each immediate foreign affiliate company or branch.These pages must be provided by ONS (rather than photocopied), please see page 5 for further details. ||| For the remainder of the questionnaire please answer questions with regards to voting share capital.","Data on any immediate foreign parent company that has a direct or indirect holding of 10% or more of the issued voting power (see page 4 for definition) of the UK company or group of companies. ||| Interest accrued to or from this UK affiliate company. | Profits and losses after accounting for depreciation. | UK taxes charged on profits. (corporation tax). | Ordinary and exceptional dividends paid, i.e. do not deduct these from reported profit or loss figures for this question (ordinary dividends should be repeated in question 12).",Data relating only to UK parents of the UK affiliate company ||| Deferred taxation. | Realised and or unrealised capital increases or decreases made by the company. | Increases or decreases arising from valuation changes such as inventory write-offs. | Provisions for bad debts. | Costs of reorganisation or restructuring which have any material effect on the nature of the operation.,22/03/2017,15/06/2017,ex_sel062-ft0002.pdf,062 - Questionnaire Examples 201612
062_0002_2019,062_0002_2019,062,Annual Inward Foreign Direct Investment Survey,0002,2019,pound_hunthousands,365,01/01/2016,31/12/2016,What was the value of ordinary dividends paid to this immediate foreign parent in this reporting period?,What was the value of ordinary dividends paid to this immediate foreign parent in this reporting period?,What was the value of ordinary dividends paid to this immediate foreign parent in this reporting period?,Annual Inward Foreign Direct Investment Survey ||| Section D - Earnings and Dividends,Annual Inward Foreign Direct Investment Survey ||| Section D - Earnings and Dividends,Annual Inward Foreign Direct Investment Survey ||| Section D - Earnings and Dividends ||| What was the value of ordinary dividends paid to this immediate foreign parent in this reporting period?,"As described on page 5, a separate Part Two must be completed for each immediate foreign affiliate company or branch.These pages must be provided by ONS (rather than photocopied), please see page 5 for further details. ||| For the remainder of the questionnaire please answer questions with regards to voting share capital. ||| Provide full value of the dividends paid. Do not deduct withholding tax or tax credits from the value.","Data on any immediate foreign parent company that has a direct or indirect holding of 10% or more of the issued voting power (see page 4 for definition) of the UK company or group of companies. ||| Interest accrued to or from this UK affiliate company. | Profits and losses after accounting for depreciation. | UK taxes charged on profits. (corporation tax). | Ordinary and exceptional dividends paid, i.e. do not deduct these from reported profit or loss figures for this question (ordinary dividends should be repeated in question 12).",Data relating only to UK parents of the UK affiliate company ||| Deferred taxation. | Realised and or unrealised capital increases or decreases made by the company. | Increases or decreases arising from valuation changes such as inventory write-offs. | Provisions for bad debts. | Costs of reorganisation or restructuring which have any material effect on the nature of the operation. ||| Exceptional dividends.,22/03/2017,15/06/2017,ex_sel062-ft0002.pdf,062 - Questionnaire Examples 201612
062_0002_3291,062_0002_3291,062,Annual Inward Foreign Direct Investment Survey,0002,3291,pound_neghunthousands,365,01/01/2016,31/12/2016,"What was the value, as recorded in the UK affiliate company's balance sheet, of unquoted equity capital and reserves of the UK affiliate company directly attributable to this immediate foreign parent company at the start of the reporting period? ","What was the value, as recorded in the UK affiliate company's balance sheet, of unquoted equity capital and reserves of the UK affiliate company directly attributable to this immediate foreign parent company at the start of the reporting period? ","What was the value, as recorded in the UK affiliate company's balance sheet, of unquoted equity capital and reserves of the UK affiliate company directly attributable to this immediate foreign parent company at the start of the reporting period? ",Annual Inward Foreign Direct Investment Survey ||| Section E - Equity Capital Transactions and Balance Sheet,Annual Inward Foreign Direct Investment Survey ||| Section E - Equity Capital Transactions and Balance Sheet,"Annual Inward Foreign Direct Investment Survey ||| Section E - Equity Capital Transactions and Balance Sheet ||| What was the value, as recorded in the UK affiliate company's balance sheet, of unquoted equity capital and reserves of the UK affiliate company directly attributable to this immediate foreign parent company at the start of the reporting period? ","As described on page 5, a separate Part Two must be completed for each immediate foreign affiliate company or branch.These pages must be provided by ONS (rather than photocopied), please see page 5 for further details. ||| This figure should equal the previous reporting period's closing balance.",Data on any immediate foreign parent company that has a direct or indirect holding of 10% or more of the issued voting power (see page 4 for definition) of the UK company or group of companies.,Data relating only to UK parents of the UK affiliate company,22/03/2017,15/06/2017,ex_sel062-ft0002.pdf,062 - Questionnaire Examples 201612
